0,timestamp,1_1_mean,1_2_mean,1_3_mean,2_1_mean,2_2_mean,2_3_mean,1_1_std,1_2_std,1_3_std,2_1_std,2_2_std,2_3_std,1_1_max,1_2_max,1_3_max,2_1_max,2_2_max,2_3_max,1_1_min,1_2_min,1_3_min,2_1_min,2_2_min,2_3_min,label
27,1464131546.0,-0.0313775,0.0018950000000000002,1.0117124999999998,-0.0043254999999999995,-0.007681,-0.0069515,0.0002614999999999996,0.001544,4.049999999999887e-05,0.0002664999999999998,0.00011800000000000005,0.00023749999999999986,-0.031116,0.003439,1.011753,-0.004059,-0.007563,-0.006714,-0.031639,0.000351,1.011672,-0.004592,-0.007799,-0.007189,4.0
28,1464131653.0,-0.032976,0.0009066666666666667,1.0106400000000002,-0.004445333333333333,-0.007855,-0.006761333333333334,0.0009972050942509284,0.00023456816114345572,0.0009015464491639381,0.00014662954075568194,0.00032247273786580245,0.0001358855727768361,-0.031795,0.00112,1.011338,-0.004244,-0.007481,-0.006576,-0.034234,0.00058,1.009367,-0.004589,-0.008268,-0.006898,4.0
29,1464131729.0,-0.033486999999999996,0.000609,1.010991,-0.004504666666666666,-0.007575666666666667,-0.006640666666666666,0.0005564871966182158,0.0004059088567646683,0.0004068685291343827,6.818764958227834e-05,0.00017121201930809523,0.000189316900695339,-0.032899,0.00112,1.011338,-0.004422,-0.00743,-0.006448,-0.034234,0.000127,1.01042,-0.004589,-0.007816,-0.006898,4.0
30,1464131810.0,-0.0335965,-0.00035650000000000005,1.011624,-0.004167499999999999,-0.0075765,-0.006782,0.0002684999999999979,0.00048350000000000004,0.0012039999999999829,0.00025449999999999995,0.00014649999999999993,0.0003340000000000001,-0.033328,0.000127,1.012828,-0.003913,-0.00743,-0.006448,-0.033865,-0.00084,1.01042,-0.004422,-0.007723,-0.007116,4.0
31,1464131870.0,-0.035250500000000004,-0.001132,1.0155385,-0.004559499999999999,-0.008701,-0.0071335,0.001385500000000001,0.00029199999999999994,0.002710499999999949,0.0006464999999999999,0.0009780000000000001,1.7500000000000154e-05,-0.033865,-0.00084,1.018249,-0.003913,-0.007723,-0.007116,-0.036636,-0.001424,1.012828,-0.005206,-0.009679,-0.007151,4.0
32,1464131932.0,-0.036634,0.00016550000000000007,1.0168275,-0.00502,-0.009603,-0.006645,2.000000000002e-06,0.0015895,0.0014214999999999645,0.00018599999999999997,7.599999999999968e-05,0.0005059999999999999,-0.036632,0.001755,1.018249,-0.004834,-0.009527,-0.006139,-0.036636,-0.001424,1.015406,-0.005206,-0.009679,-0.007151,4.0
33,1464131990.0,-0.036632,0.001755,1.015406,-0.004834,-0.009527,-0.006139,0.0,0.0,0.0,0.0,0.0,0.0,-0.036632,0.001755,1.015406,-0.004834,-0.009527,-0.006139,-0.036632,0.001755,1.015406,-0.004834,-0.009527,-0.006139,4.0
34,1464132089.0,-0.033855,-0.000413,1.013593,-0.005259,-0.008252,-0.00599,0.0,0.0,0.0,0.0,0.0,0.0,-0.033855,-0.000413,1.013593,-0.005259,-0.008252,-0.00599,-0.033855,-0.000413,1.013593,-0.005259,-0.008252,-0.00599,4.0
35,1464132089.0,-0.03453333333333334,-0.001062,1.0133379999999998,-0.0054533333333333335,-0.007947333333333334,-0.006092666666666666,0.0004929924497956886,0.0006475291499229977,0.0004835417941260552,0.00016712536877712175,0.000224418260298835,0.00018394624818740465,-0.033855,-0.000413,1.01376,-0.005259,-0.007718,-0.005937,-0.035012,-0.001946,1.012661,-0.005667,-0.008252,-0.006351,4.0
36,1464132149.0,-0.0348725,-0.0013865000000000001,1.0132105,-0.0055505,-0.007795,-0.006144,0.00013950000000000073,0.0005595,0.0005494999999999806,0.00011650000000000028,7.700000000000025e-05,0.00020700000000000015,-0.034733,-0.000827,1.01376,-0.005434,-0.007718,-0.005937,-0.035012,-0.001946,1.012661,-0.005667,-0.007872,-0.006351,4.0
37,1464132243.0,-0.0340815,-0.0014255000000000001,1.0113729999999999,-0.005003,-0.007018,-0.0060765,0.00020549999999999735,5.49999999999997e-06,0.0003650000000000597,0.00011099999999999999,5.099999999999983e-05,2.499999999999898e-06,-0.033876,-0.00142,1.011738,-0.004892,-0.006967,-0.006074,-0.034287,-0.001431,1.011008,-0.005114,-0.007069,-0.006079,4.0
38,1464132310.0,-0.034287,-0.00142,1.011008,-0.004892,-0.006967,-0.006074,0.0,0.0,0.0,0.0,0.0,0.0,-0.034287,-0.00142,1.011008,-0.004892,-0.006967,-0.006074,-0.034287,-0.00142,1.011008,-0.004892,-0.006967,-0.006074,4.0
39,1464132350.0,-0.03392,-0.001208,1.009826,-0.005007,-0.006724,-0.006337,0.0,0.0,0.0,0.0,0.0,0.0,-0.03392,-0.001208,1.009826,-0.005007,-0.006724,-0.006337,-0.03392,-0.001208,1.009826,-0.005007,-0.006724,-0.006337,2.0
40,1464132350.0,-0.03392,-0.001208,1.009826,-0.005007,-0.006724,-0.006337,0.0,0.0,0.0,0.0,0.0,0.0,-0.03392,-0.001208,1.009826,-0.005007,-0.006724,-0.006337,-0.03392,-0.001208,1.009826,-0.005007,-0.006724,-0.006337,2.0
41,1464132441.0,-0.027192,0.09071,0.989632,0.025125,-0.014723,-0.015294,0.0,0.0,0.0,0.0,0.0,0.0,-0.027192,0.09071,0.989632,0.025125,-0.014723,-0.015294,-0.027192,0.09071,0.989632,0.025125,-0.014723,-0.015294,2.0
42,1464132441.0,-0.027192,0.09071,0.989632,0.025125,-0.014723,-0.015294,0.0,0.0,0.0,0.0,0.0,0.0,-0.027192,0.09071,0.989632,0.025125,-0.014723,-0.015294,-0.027192,0.09071,0.989632,0.025125,-0.014723,-0.015294,2.0
43,1464132470.0,-0.18153,0.220248,0.936186,-0.023517,0.056921,0.17222,0.0,0.0,0.0,0.0,0.0,0.0,-0.18153,0.220248,0.936186,-0.023517,0.056921,0.17222,-0.18153,0.220248,0.936186,-0.023517,0.056921,0.17222,4.0
44,1464132470.0,-0.18153,0.220248,0.936186,-0.023517,0.056921,0.17222,0.0,0.0,0.0,0.0,0.0,0.0,-0.18153,0.220248,0.936186,-0.023517,0.056921,0.17222,-0.18153,0.220248,0.936186,-0.023517,0.056921,0.17222,4.0
45,1464132771.0,-0.010197,0.004305,1.012271,-0.003712,-0.00705,-0.00738,0.0,0.0,0.0,0.0,0.0,0.0,-0.010197,0.004305,1.012271,-0.003712,-0.00705,-0.00738,-0.010197,0.004305,1.012271,-0.003712,-0.00705,-0.00738,4.0
46,1464133070.0,-0.008881,0.004155,1.009636,-0.003508,-0.006366,-0.00737,0.0,0.0,0.0,0.0,0.0,0.0,-0.008881,0.004155,1.009636,-0.003508,-0.006366,-0.00737,-0.008881,0.004155,1.009636,-0.003508,-0.006366,-0.00737,6.0
47,1464133070.0,-0.008881,0.004155,1.009636,-0.003508,-0.006366,-0.00737,0.0,0.0,0.0,0.0,0.0,0.0,-0.008881,0.004155,1.009636,-0.003508,-0.006366,-0.00737,-0.008881,0.004155,1.009636,-0.003508,-0.006366,-0.00737,6.0
48,1464133370.0,-0.008083,0.003878,1.00997,-0.003131,-0.006489,-0.007663,0.0,0.0,0.0,0.0,0.0,0.0,-0.008083,0.003878,1.00997,-0.003131,-0.006489,-0.007663,-0.008083,0.003878,1.00997,-0.003131,-0.006489,-0.007663,6.0
49,1464133670.0,-0.007453,0.004803,1.008541,-0.003055,-0.006258,-0.00763,0.0,0.0,0.0,0.0,0.0,0.0,-0.007453,0.004803,1.008541,-0.003055,-0.006258,-0.00763,-0.007453,0.004803,1.008541,-0.003055,-0.006258,-0.00763,6.0
0,1464133670.0,-0.007453,0.004803,1.008541,-0.003055,-0.006258,-0.00763,0.0,0.0,0.0,0.0,0.0,0.0,-0.007453,0.004803,1.008541,-0.003055,-0.006258,-0.00763,-0.007453,0.004803,1.008541,-0.003055,-0.006258,-0.00763,6.0
1,1464133912.0,-0.008072,0.005419,1.01286,-0.004768,-0.007772,-0.006719,0.0,0.0,0.0,0.0,0.0,0.0,-0.008072,0.005419,1.01286,-0.004768,-0.007772,-0.006719,-0.008072,0.005419,1.01286,-0.004768,-0.007772,-0.006719,1.0
2,1464133912.0,-0.0081555,0.005416000000000001,1.013001,-0.004782,-0.0079095,-0.0067670000000000004,8.350000000000024e-05,2.9999999999999645e-06,0.00014099999999994672,1.4000000000000123e-05,0.00013750000000000004,4.7999999999999866e-05,-0.008072,0.005419,1.013142,-0.004768,-0.007772,-0.006719,-0.008239,0.005413,1.01286,-0.004796,-0.008047,-0.006815,1.0
3,1464133971.0,-0.0079455,0.005559,1.0129405,-0.0047735,-0.0080455,-0.0065769999999999995,0.0002934999999999999,0.00014599999999999986,0.0002014999999999656,2.249999999999995e-05,1.4999999999997654e-06,0.00023799999999999993,-0.007652,0.005705,1.013142,-0.004751,-0.008044,-0.006339,-0.008239,0.005413,1.012739,-0.004796,-0.008047,-0.006815,1.0
4,1464134032.0,-0.007652,0.005705,1.012739,-0.004751,-0.008044,-0.006339,0.0,0.0,0.0,0.0,0.0,0.0,-0.007652,0.005705,1.012739,-0.004751,-0.008044,-0.006339,-0.007652,0.005705,1.012739,-0.004751,-0.008044,-0.006339,1.0
5,1464134129.0,-0.007772,0.005844,1.012769,-0.004782,-0.008175,-0.006428,0.0,0.0,0.0,0.0,0.0,0.0,-0.007772,0.005844,1.012769,-0.004782,-0.008175,-0.006428,-0.007772,0.005844,1.012769,-0.004782,-0.008175,-0.006428,1.0
6,1464134129.0,-0.007772,0.005844,1.012769,-0.004782,-0.008175,-0.006428,0.0,0.0,0.0,0.0,0.0,0.0,-0.007772,0.005844,1.012769,-0.004782,-0.008175,-0.006428,-0.007772,0.005844,1.012769,-0.004782,-0.008175,-0.006428,1.0
7,1464134152.0,0.097437,0.186568,0.952255,0.033165,-0.030627,0.039876,0.0,0.0,0.0,0.0,0.0,0.0,0.097437,0.186568,0.952255,0.033165,-0.030627,0.039876,0.097437,0.186568,0.952255,0.033165,-0.030627,0.039876,5.0
8,1464134152.0,0.097437,0.186568,0.952255,0.033165,-0.030627,0.039876,0.0,0.0,0.0,0.0,0.0,0.0,0.097437,0.186568,0.952255,0.033165,-0.030627,0.039876,0.097437,0.186568,0.952255,0.033165,-0.030627,0.039876,5.0
9,1464134271.0,0.109622,0.984031,-0.035388,-0.00423,-0.005611,-0.007443,0.0,0.0,0.0,0.0,0.0,0.0,0.109622,0.984031,-0.035388,-0.00423,-0.005611,-0.007443,0.109622,0.984031,-0.035388,-0.00423,-0.005611,-0.007443,5.0
10,1464134271.0,0.109622,0.984031,-0.035388,-0.00423,-0.005611,-0.007443,0.0,0.0,0.0,0.0,0.0,0.0,0.109622,0.984031,-0.035388,-0.00423,-0.005611,-0.007443,0.109622,0.984031,-0.035388,-0.00423,-0.005611,-0.007443,5.0
11,1464134571.0,-0.079797,0.986403,-0.028988,-0.003426,0.000883,-0.005946,0.0,0.0,0.0,0.0,0.0,0.0,-0.079797,0.986403,-0.028988,-0.003426,0.000883,-0.005946,-0.079797,0.986403,-0.028988,-0.003426,0.000883,-0.005946,1.0
12,1464134781.0,-0.0098645,0.005023,1.0164810000000002,-0.005007,-0.008809,-0.006422000000000001,0.00027250000000000017,0.0003539999999999997,0.00017699999999998273,4.49999999999999e-05,0.00018399999999999927,0.0003609999999999998,-0.009592,0.005377,1.016658,-0.004962,-0.008625,-0.006061,-0.010137,0.004669,1.016304,-0.005052,-0.008993,-0.006783,1.0
13,1464134820.0,-0.036074,0.13688,0.9871340000000001,0.0181365,-0.020206000000000002,-0.0351575,0.026482000000000002,0.13150299999999998,0.02917000000000003,0.0231885,0.011581000000000001,0.0290965,-0.009592,0.268383,1.016304,0.041325,-0.008625,-0.006061,-0.062556,0.005377,0.957964,-0.005052,-0.031787,-0.064254,1.0
14,1464134892.0,-0.062556,0.268383,0.957964,0.041325,-0.031787,-0.064254,0.0,0.0,0.0,0.0,0.0,0.0,-0.062556,0.268383,0.957964,0.041325,-0.031787,-0.064254,-0.062556,0.268383,0.957964,0.041325,-0.031787,-0.064254,1.0
15,1464135170.0,0.217887,0.961876,0.032762,0.033194,-0.067919,0.143163,0.0,0.0,0.0,0.0,0.0,0.0,0.217887,0.961876,0.032762,0.033194,-0.067919,0.143163,0.217887,0.961876,0.032762,0.033194,-0.067919,0.143163,1.0
16,1464135471.0,0.124228,0.970308,0.033441,0.012754,0.005925,0.151629,0.0,0.0,0.0,0.0,0.0,0.0,0.124228,0.970308,0.033441,0.012754,0.005925,0.151629,0.124228,0.970308,0.033441,0.012754,0.005925,0.151629,1.0
17,1464135471.0,0.124228,0.970308,0.033441,0.012754,0.005925,0.151629,0.0,0.0,0.0,0.0,0.0,0.0,0.124228,0.970308,0.033441,0.012754,0.005925,0.151629,0.124228,0.970308,0.033441,0.012754,0.005925,0.151629,1.0
18,1464135771.0,0.139705,0.96352,0.026971,0.072876,-0.078688,0.125099,0.0,0.0,0.0,0.0,0.0,0.0,0.139705,0.96352,0.026971,0.072876,-0.078688,0.125099,0.139705,0.96352,0.026971,0.072876,-0.078688,0.125099,1.0
19,1464136070.0,-0.087465,0.204303,0.975457,-0.014508,-0.030759,-0.00216,0.0,0.0,0.0,0.0,0.0,0.0,-0.087465,0.204303,0.975457,-0.014508,-0.030759,-0.00216,-0.087465,0.204303,0.975457,-0.014508,-0.030759,-0.00216,1.0
20,1464136070.0,-0.087465,0.204303,0.975457,-0.014508,-0.030759,-0.00216,0.0,0.0,0.0,0.0,0.0,0.0,-0.087465,0.204303,0.975457,-0.014508,-0.030759,-0.00216,-0.087465,0.204303,0.975457,-0.014508,-0.030759,-0.00216,1.0
21,1464136371.0,0.216193,0.953044,0.024334,0.049109,-0.018678,0.168306,0.0,0.0,0.0,0.0,0.0,0.0,0.216193,0.953044,0.024334,0.049109,-0.018678,0.168306,0.216193,0.953044,0.024334,0.049109,-0.018678,0.168306,6.0
22,1464136671.0,0.19606,0.93018,0.147543,0.015038,-0.2061,0.069528,0.0,0.0,0.0,0.0,0.0,0.0,0.19606,0.93018,0.147543,0.015038,-0.2061,0.069528,0.19606,0.93018,0.147543,0.015038,-0.2061,0.069528,6.0
23,1464136671.0,0.19606,0.93018,0.147543,0.015038,-0.2061,0.069528,0.0,0.0,0.0,0.0,0.0,0.0,0.19606,0.93018,0.147543,0.015038,-0.2061,0.069528,0.19606,0.93018,0.147543,0.015038,-0.2061,0.069528,6.0
24,1464136971.0,-0.008012,0.005549,1.011393,-0.003899,-0.006945,-0.007709,0.0,0.0,0.0,0.0,0.0,0.0,-0.008012,0.005549,1.011393,-0.003899,-0.006945,-0.007709,-0.008012,0.005549,1.011393,-0.003899,-0.006945,-0.007709,2.0
25,1464137271.0,-0.008649,0.003738,1.012257,-0.004392,-0.00745,-0.007277,0.0,0.0,0.0,0.0,0.0,0.0,-0.008649,0.003738,1.012257,-0.004392,-0.00745,-0.007277,-0.008649,0.003738,1.012257,-0.004392,-0.00745,-0.007277,2.0
26,1464137271.0,-0.008649,0.003738,1.012257,-0.004392,-0.00745,-0.007277,0.0,0.0,0.0,0.0,0.0,0.0,-0.008649,0.003738,1.012257,-0.004392,-0.00745,-0.007277,-0.008649,0.003738,1.012257,-0.004392,-0.00745,-0.007277,2.0
27,1464137571.0,-0.008561,0.004876,1.012212,-0.004958,-0.008043,-0.007051,0.0,0.0,0.0,0.0,0.0,0.0,-0.008561,0.004876,1.012212,-0.004958,-0.008043,-0.007051,-0.008561,0.004876,1.012212,-0.004958,-0.008043,-0.007051,2.0
28,1464137871.0,-0.008386,0.00426,1.011785,-0.00474,-0.008311,-0.006722,0.0,0.0,0.0,0.0,0.0,0.0,-0.008386,0.00426,1.011785,-0.00474,-0.008311,-0.006722,-0.008386,0.00426,1.011785,-0.00474,-0.008311,-0.006722,2.0
29,1464137871.0,-0.008386,0.00426,1.011785,-0.00474,-0.008311,-0.006722,0.0,0.0,0.0,0.0,0.0,0.0,-0.008386,0.00426,1.011785,-0.00474,-0.008311,-0.006722,-0.008386,0.00426,1.011785,-0.00474,-0.008311,-0.006722,2.0
30,1464138171.0,-0.009205,0.006078,1.014357,-0.004778,-0.00839,-0.007255,0.0,0.0,0.0,0.0,0.0,0.0,-0.009205,0.006078,1.014357,-0.004778,-0.00839,-0.007255,-0.009205,0.006078,1.014357,-0.004778,-0.00839,-0.007255,2.0
31,1464138272.0,-0.009825,0.0053054999999999995,1.01412,-0.005239000000000001,-0.008568,-0.0066755,0.00016400000000000008,0.0003504999999999997,0.0009850000000000136,0.00037700000000000016,0.00013899999999999937,5.949999999999966e-05,-0.009661,0.005656,1.015105,-0.004862,-0.008429,-0.006616,-0.009989,0.004955,1.013135,-0.005616,-0.008707,-0.006735,2.0
32,1464138272.0,-0.009788666666666668,0.004979333333333333,1.013937,-0.00521,-0.008580666666666667,-0.006612666666666667,0.0001434255517294211,0.0005428347405569722,0.000844863697093598,0.0003105393158147077,0.00011489802241794873,0.00010127300835969188,-0.009661,0.005656,1.015105,-0.004862,-0.008429,-0.006487,-0.009989,0.004327,1.013135,-0.005616,-0.008707,-0.006735,2.0
33,1464138348.0,-0.009716,0.004327,1.013571,-0.005152,-0.008606,-0.006487,0.0,0.0,0.0,0.0,0.0,0.0,-0.009716,0.004327,1.013571,-0.005152,-0.008606,-0.006487,-0.009716,0.004327,1.013571,-0.005152,-0.008606,-0.006487,2.0
34,1464138441.0,-0.0095545,0.005271,1.0138785000000001,-0.0048284999999999995,-0.008485,-0.0073185,0.0002674999999999995,6.699999999999979e-05,0.000775499999999929,0.00010249999999999973,2.0000000000000052e-05,6.0500000000000224e-05,-0.009287,0.005338,1.014654,-0.004726,-0.008465,-0.007258,-0.009822,0.005204,1.013103,-0.004931,-0.008505,-0.007379,2.0
35,1464138441.0,-0.0095545,0.005271,1.0138785000000001,-0.0048284999999999995,-0.008485,-0.0073185,0.0002674999999999995,6.699999999999979e-05,0.000775499999999929,0.00010249999999999973,2.0000000000000052e-05,6.0500000000000224e-05,-0.009287,0.005338,1.014654,-0.004726,-0.008465,-0.007258,-0.009822,0.005204,1.013103,-0.004931,-0.008505,-0.007379,2.0
